"Postcodes (PC4)";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Januari 2021";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Februari 2021";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Maart 2021";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|April 2021";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Mei 2021";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Juni 2021";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Juli 2021";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Augustus 2021";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|September 2021";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Oktober 2021";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|November 2021";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|December 2021"
"3768 Soestduinen/De Bunt/De Birkt";71;75;77;80;80;80;82;79;79;79;86;89
"3769 Soesterberg";43;44;46;45;45;48;50;50;52;63;67;71
"3771 Barneveld";76;75;77;79;81;83;83;85;85;89;91;91
"3772 Zuidwest/Zuidoost";79;86;90;91;92;98;98;96;98;100;104;102
"3773 Verspr. h. Barneveld";10;10;11;12;12;12;12;13;15;16;16;15
"3774 Kootwijkerbroek";34;35;37;37;39;43;43;44;45;45;45;44
"3775 Kootwijk";4;4;4;4;4;4;4;4;4;3;3;3
"3776 Stroe";11;12;12;12;12;13;13;13;13;13;13;15
"3781 Voorthuizen";52;54;56;59;64;65;69;73;71;72;72;75
"3784 Terschuur";13;13;12;13;14;14;15;15;14;13;13;13
"3785 Zwartebroek";3;4;4;4;4;4;4;7;6;9;9;8
"3791 Achterveld";8;8;9;12;12;14;12;12;12;14;15;15
"3792 Vrsp hzn Achterveld";2;2;2;2;2;2;3;3;3;3;3;4
"3794 De Glind";1;1;1;1;2;2;2;2;3;3;3;3
"3811 Stadskern/Zonnehof";37;39;41;41;41;43;44;45;44;43;44;45
"3812 Soesterkw/Industriekw";101;94;109;114;121;126;126;121;126;124;128;121
"3813 De Koppel/Schothorst";37;37;37;39;39;40;42;40;41;41;41;43
"3814 De Kruiskamp";12;12;14;15;17;17;17;17;19;19;17;17
"3815 Liendert/Rustenburg";25;25;27;29;30;31;31;32;32;31;30;31
"3816 Schuiloenburg/Randenbroek";35;37;38;36;40;42;44;43;43;48;49;51
"3817 Dorrestein/Leusderkw";47;45;54;57;58;58;59;58;58;61;63;63
"3818 De Berg/Bosgebied";89;89;92;97;97;99;103;107;111;116;117;122
"3819 Birkhoven/Bokkeduinen";4;4;4;4;4;4;4;4;5;5;5;5
"3821 De Hoef";10;10;10;10;11;9;11;14;14;16;16;15
"3822 Zielhorst";18;19;21;22;24;25;25;25;25;26;25;25
"3823 Kattenbroek/De Brand";51;52;52;56;56;57;57;57;57;55;57;60
"3824 Nieuwland Stad/Hoge Hoven/e.a.";1470;1404;1482;1531;1551;1560;1574;1604;1603;1609;1625;1513
"3825 Nieuwland";94;98;103;112;118;121;129;127;134;139;141;144
"3826 Amersfoort";47;50;55;59;61;64;68;70;71;75;78;79
"3828 Hoogland";40;40;44;46;47;46;48;48;50;54;56;59
"3829 Hooglanderveen/Vathorst";32;34;34;33;34;36;38;38;42;41;41;44
"3831 Centrum-O/'t Ruige Veld";61;66;66;71;75;77;79;80;83;84;85;88
"3832 Zuid";42;42;42;46;48;49;52;52;52;53;54;57
"3833 Centrum-W";49;56;61;61;64;65;67;69;75;75;80;80
"3834 Zwanenburg/Munnikhove/Bosveld";14;14;14;13;13;14;15;14;15;16;15;15
"3835 Stoutenburg";3;3;3;3;3;3;3;3;4;4;4;5
"3836 Voormalig Leusden";2;2;2;2;2;2;2;2;2;2;2;2
"3841 Binnenstad/Zeebuurt/Friesegracht";23;23;28;28;30;32;33;32;33;35;36;34
"3842 Stadsdennen/Sypel";13;16;20;21;22;24;26;27;28;29;30;30
"3843 Tweelingstad";20;19;19;20;20;22;22;23;23;24;24;26
"3844 Stadsweiden/Slingerbos";35;36;36;39;39;40;40;39;37;38;38;40
"3845 Drielanden";72;74;79;81;83;84;92;90;94;96;97;97
"3846 Industriegebied";39;38;47;38;43;47;50;49;47;51;49;48
"3847 Buitengebied Harderwijk";6;7;8;7;7;7;7;9;8;7;7;7
"3848 Frankrijk";21;23;23;22;22;25;27;27;27;27;28;30
"3849 Hierden";31;30;32;34;37;37;37;39;39;40;43;45
"3851 Ermelo-kern";75;82;88;89;92;92;95;97;97;94;94;98
"3852 Speuld/Oost/Tonsel";36;37;39;45;47;47;50;50;53;57;57;60
"3853 West/Veldwijk/Horst";46;47;47;49;49;52;53;55;54;60;61;61
"3861 Noordwest/Zuidwest";60;60;64;62;62;70;72;73;82;80;83;82
"3862 Zuidoost";80;84;86;85;89;88;91;95;95;95;95;99
"3863 Verspr. h. in Holkerveen";45;47;50;50;52;52;57;58;59;59;59;61
"3864 Nijkerkerveen";22;22;24;27;29;29;30;31;33;31;31;31
"3871 Hoevelaken";61;60;61;63;66;67;71;70;70;68;69;67
"3881 Centrum/Zuidoost/Noord/Koudhoorn";82;82;85;89;90;92;94;95;92;96;101;100
"3882 Zuidwest";67;72;75;76;78;80;83;81;81;85;88;92
"3886 Garderen";25;26;28;27;26;28;31;33;33;31;31;31
"3888 Uddel";19;21;23;23;25;27;27;28;28;30;31;32
"3891 Centrum";22;23;25;26;26;26;30;33;31;32;31;34
"3892 Tweede woonwijk";35;36;36;37;38;38;40;40;46;46;46;46
"3893 Buurt 3";31;31;32;32;36;37;40;39;43;42;41;43
"3894 Zeewolde";33;34;38;39;41;45;46;45;44;45;47;47
"3895 Zeewolde";"";"";"";"";"";"";"";"";"";"";"";""
"3896 Zuidlob";6;6;6;6;5;5;6;6;6;7;5;5
"3897 Middengebied";7;7;7;6;6;6;7;7;7;7;8;8
"3898 Knardijkgebied";3;3;3;3;3;5;5;5;5;5;5;5
"3899 Trekkersveld";11;11;12;11;12;12;12;12;12;13;12;13
"3901 Centrum";33;33;35;36;36;36;37;32;35;37;39;39
"3902 Dragonder";72;74;76;74;74;73;73;72;74;78;95;97
"3903 Industriewijk";47;47;48;55;57;66;72;58;60;58;60;60
"3904 Zuidoost/West I/Zuidweest";71;78;84;84;89;95;99;98;101;102;105;105
"3905 Noord/West II/De Vendel";62;64;65;67;73;72;76;80;85;86;86;82
"3906 Componistenbuurt/Vogelbuurt/Dichtersbuurt";39;39;41;43;45;45;45;48;50;51;51;50
"3907 Dragonder-Oost";33;35;36;38;43;44;46;52;51;51;52;51
"3911 Rhenen/Achterberg";70;72;77;80;82;88;96;96;93;97;101;103
"3912 Stad (w.o.Veewijk, industriewijk e.o.stad)";4;4;5;5;5;5;5;5;5;5;5;5
"3921 Elst";25;26;26;28;28;29;31;32;33;34;33;34
"3922 Elst";3;3;3;3;3;4;4;4;5;4;4;4
"3925 Scherpenzeel";50;54;56;59;60;60;63;63;65;66;66;70
"3927 Renswoude";32;33;33;35;36;37;36;34;36;40;41;41
"3931 Woudenberg";79;84;85;90;94;93;98;99;99;103;103;106
"3941 Doorn";85;87;88;92;93;93;96;97;99;104;104;108
"3945 Cothen";16;16;17;17;18;19;22;23;23;23;23;25
"3947 Langbroek";15;15;15;16;16;15;15;17;17;21;22;23
"3951 Maarn";33;33;36;39;43;43;43;39;39;39;40;41
"3953 Maarsbergen";14;16;15;16;17;20;22;22;22;22;21;20
"3956 Leersum";66;65;68;69;70;71;76;76;78;79;84;89
"3958 Amerongen";48;47;51;50;51;51;50;51;55;58;58;58
"3959 Overberg";7;7;7;7;7;7;8;8;8;8;8;9
"3961 Wijk bij Duurstede";40;41;43;44;48;49;51;53;52;51;51;52
"3962 Wijk bij Duurstede";45;47;47;49;52;58;62;65;64;68;71;73
"3971 Noord";72;76;77;82;86;87;89;88;90;89;92;95
"3972 Zuid";57;60;66;69;70;71;72;75;76;77;80;82
"3981 Bunnik";52;53;54;54;56;59;62;62;63;63;68;71
"3984 Odijk";29;29;31;34;34;34;35;36;38;37;38;37
"3985 Werkhoven";12;12;14;14;14;13;13;14;14;14;17;18
"3989 Ossenwaard";1;1;1;1;1;1;1;1;1;1;1;1
"3991 Dorn/Den Oord/Houten Zuid";1598;1591;1638;1683;1723;1785;1837;1887;1947;2023;2099;2105
"3992 Weerwolf/Wulven/Doornkade";36;36;37;39;41;44;41;40;43;48;51;52
"3993 Schonenburg/De Geer";9;9;10;10;10;10;11;10;11;11;11;10
"3994 Wernaar/Rijsbrug";75;77;79;80;83;88;89;90;90;93;99;99
"3995 Centrum";18;18;18;20;21;21;21;22;23;22;21;22
"3997 't Goy";10;11;11;11;11;11;12;12;12;12;12;12
"3998 Schalkwijk";17;18;19;19;20;20;20;20;20;20;23;23
"3999 Tull en 't Waal";8;10;10;10;11;11;11;11;11;11;11;11
"4001 Kern";25;24;25;26;26;28;29;28;29;29;32;34
"4002 Elzenpas";13;14;14;14;14;15;14;15;15;18;19;20
"4003 Westroijen/Geerstein/Drumpt";38;38;37;41;43;48;51;54;59;60;62;63
"4004 Kollen/Kellen";120;117;115;119;118;135;117;121;118;117;120;117
"4005 Ooij/Latenstein";24;24;26;24;25;29;32;33;32;35;36;36
"4006 Ridderweide/West";6;7;7;9;10;11;11;10;10;10;10;9
"4007 Passewaay";49;53;56;55;56;61;69;70;73;76;76;74
"4011 Zoelen";11;10;11;12;11;13;12;12;14;15;17;17
"4012 Kerk Avezaath";5;6;6;7;7;7;7;7;8;8;8;8
"4013 Kapel Avezaath";8;9;9;10;10;10;11;12;11;11;10;10
"4014 Wadenoijen";8;8;9;10;11;12;13;13;13;14;14;15
"4016 Kapel Avezaath/Buren";2;2;3;3;3;3;3;3;3;3;3;3
"4017 Kerk Avezaath/Tiel";1;1;1;1;1;1;1;1;1;1;1;1
"4021 Maurik";29;29;29;29;29;31;35;34;34;34;36;37
"4023 Rijswijk";4;4;4;4;4;4;4;4;4;6;6;6
"4024 Eck en Wiel";15;15;14;14;14;14;15;15;15;15;15;16
"4031 Ingen";20;21;24;25;27;28;28;29;30;33;33;34
"4032 Ommeren";7;7;8;8;9;8;9;9;9;10;10;10
"4033 Lienden";28;29;30;33;36;37;39;41;44;46;47;49
"4041 Kesteren";49;47;47;52;52;52;54;59;62;62;64;64
"4043 Opheusden";34;38;38;39;39;39;41;42;45;44;42;43
"4051 Ochten";24;25;27;30;32;33;34;35;35;35;36;38
"4053 IJzendoorn";4;4;4;4;4;4;4;4;6;5;5;5
"4054 Echteld";6;6;6;6;6;6;6;6;5;6;7;7
"4061 Ophemert";15;15;16;17;17;17;17;14;14;16;18;19
"4062 Zennewijnen";4;4;4;5;5;5;6;6;6;6;6;6
"4063 Heesselt";1;1;1;1;1;1;1;1;1;1;1;1
"4064 Varik";7;7;7;9;9;9;9;10;10;11;11;12
"4101 Centrum";39;40;45;45;45;47;48;48;49;49;51;54
"4102 Ter Weijde";9;9;10;10;12;13;14;16;18;18;20;20
"4103 Vrsp hzn W/Z van Culemborg";4;4;5;5;5;6;6;6;6;7;8;8
"4104 Culemborg industriegebied";17;17;18;17;15;15;14;14;17;19;19;19
"4105 Buitenwijken";56;57;63;65;68;69;73;77;77;80;83;87
"4106 Culemborg";5;5;6;6;6;6;6;5;5;5;7;8
"4107 Culemborg";3;3;3;3;3;3;3;3;3;2;1;1
"4111 Zoelmond";1;2;3;3;4;3;3;3;4;5;5;5
"4112 Beusichem";29;29;30;31;31;31;33;35;37;38;39;40
"4115 Asch";5;5;5;5;5;5;5;4;4;4;4;4
"4116 Buren";18;18;20;22;22;22;24;23;24;24;23;23
"4117 Erichem";2;2;2;2;2;2;2;2;2;2;2;2
"4119 Ravenswaaij";2;2;2;3;3;3;3;3;3;4;4;5
"4121 Everdingen";4;4;5;5;7;7;7;7;8;9;9;9
"4122 Zijderveld";8;8;7;7;8;8;8;9;9;9;9;10
"4124 Hagestein";21;21;21;21;21;21;21;22;22;22;24;24
"4125 Hoef en Haag";16;16;16;16;16;16;16;17;18;17;16;16
"4126 Hei- en Boeicop";10;10;10;10;10;10;9;9;10;9;9;9
"4128 Lexmond";25;29;30;33;35;38;39;40;40;41;43;43
"4131 Vianen/Vijfheerenlanden";76;75;70;66;66;65;59;62;62;59;58;60
"4132 Oude Stad/Zederik";32;33;35;35;37;38;40;38;37;37;39;40
"4133 Monnikenhof/Amaliastein";36;38;42;42;43;43;46;47;47;47;51;51
"4141 Centrum/Oost";20;20;22;25;25;25;24;22;23;22;22;22
"4142 West";9;9;11;12;12;13;14;14;15;17;19;19
"4143 Noord";38;40;40;42;44;44;45;46;47;49;47;46
"4145 Schoonrewoerd";4;6;6;8;9;7;7;7;7;8;10;9
"4147 Asperen";10;13;16;17;18;21;21;21;22;26;26;27
"4151 Acquoy";5;5;5;5;5;5;5;5;5;6;6;6
"4152 Rhenoy";4;5;5;5;5;5;5;4;4;4;4;4
"4153 Beesd";93;94;108;97;104;106;102;154;199;151;144;121
"4155 Gellicum";6;6;6;7;7;8;10;9;9;9;9;9
"4156 Rumpt";9;10;9;9;9;10;10;11;11;11;11;10
"4157 Enspijk";8;8;9;10;10;11;11;11;11;13;12;12
"4158 Deil";18;19;21;22;22;21;20;20;20;22;22;22
"4161 Heukelum";15;15;15;15;16;16;17;17;19;19;19;20
"4163 Oosterwijk";3;3;4;4;4;4;4;4;4;4;4;4
"4171 Herwijnen";12;12;13;13;13;15;16;16;16;17;17;17
"4174 Hellouw";4;4;4;4;4;5;5;7;7;7;8;9
"4175 Haaften";18;21;21;21;20;22;25;25;25;25;25;25
"4176 Tuil";6;7;8;10;11;11;11;11;10;10;10;11
"4181 Waardenburg";20;20;20;19;21;22;24;25;27;25;27;27
"4182 Neerijnen";6;6;6;6;6;6;6;7;7;7;7;7
"4184 Opijnen";9;9;9;9;9;9;10;9;10;10;10;10
"4185 Est";3;3;3;3;3;3;3;3;4;5;5;5
"4191 Geldermalsen";83;83;88;88;90;90;91;96;100;104;105;108
"4194 Meteren";36;37;36;37;41;41;42;43;43;47;52;54
"4196 Tricht";9;8;7;7;8;8;8;9;9;10;12;12
"4197 Buurmalsen";12;12;13;14;14;14;14;15;15;15;15;15
"4201 Binnenstad";26;25;27;28;32;34;34;32;33;37;40;40
"4202 West/Avelingen";3;3;3;3;3;3;3;2;2;2;2;2
"4203 Noord/Molenvliet";1;1;1;1;1;1;1;0;0;0;0;0
"4204 Gildenwijk";3;4;4;5;6;6;6;6;7;7;7;7
"4205 Haarwijk/Stalkaarsen";30;33;35;36;37;43;43;45;44;44;45;46
"4206 Lingewijk";12;12;15;14;14;13;16;16;16;19;21;22
"4207 Laag-Dalem/Wijdschild";60;62;65;69;72;71;71;76;80;76;74;77
"4208 Hoog-Dalem";16;16;16;17;18;21;22;22;21;21;21;22
"4209 Schelluinen";10;9;9;9;10;10;10;10;11;11;12;11
"4211 Spijk";4;4;4;4;4;4;5;5;5;5;5;5
"4212 Vuren";2;2;2;2;3;3;4;4;3;3;3;3
"4213 Dalem";6;6;6;6;6;6;6;6;6;6;6;6
"4214 Vuren";24;24;25;25;25;25;26;24;24;27;28;27
"4221 Hoogblokland";14;14;14;13;13;13;14;15;15;15;14;14
"4223 Hoornaar";14;15;15;16;16;16;16;18;18;17;17;18
"4225 Noordeloos";11;11;11;11;10;11;11;12;11;12;11;11
"4231 Meerkerk";36;38;39;39;40;38;40;39;39;41;42;42
"4233 Ameide";19;19;19;21;21;22;21;20;19;18;19;19
"4235 Tienhoven";7;8;9;9;9;9;9;10;10;11;11;11
"4241 Arkel";18;21;21;21;22;22;22;22;22;22;25;25
"4243 Nieuwland";5;5;6;5;5;6;6;6;7;7;7;7
"4245 Leerbroek";4;4;5;6;8;8;8;8;8;8;9;9
"4247 Kedichem";8;9;10;11;11;11;11;12;12;11;11;12
"4251 Werkendam";70;68;68;68;70;72;76;75;77;73;73;75
"4254 Sleeuwijk";34;39;41;43;45;48;49;50;54;56;57;56
"4255 Nieuwendijk";8;9;10;13;14;15;15;17;17;18;19;20
"4261 Wijk en Aalburg";49;49;51;53;54;55;58;59;60;63;64;66
"4264 Veen";19;21;22;22;25;26;26;26;27;29;29;33
"4265 Genderen";5;5;6;6;6;6;9;9;9;10;10;11
"4266 Eethen";4;4;4;5;5;5;6;6;6;7;7;7
"4267 Drongelen";1;1;1;1;1;1;1;1;1;1;1;1
"4268 Meeuwen";3;3;4;5;5;5;5;4;4;4;4;4
"4269 Babylonienbroek";2;3;3;3;3;2;3;3;3;3;3;4
"4271 Dussen";11;11;11;11;12;12;12;12;13;13;13;14
"4273 Hank";26;27;27;30;31;32;33;33;30;31;32;32
"4281 Andel";11;15;15;16;19;19;20;19;20;22;23;23
"4283 Giessen";13;13;14;15;16;16;16;15;14;15;16;16
"4284 Rijswijk";8;8;8;8;11;14;14;14;14;15;16;15
"4285 Woudrichem";25;26;26;26;27;28;29;30;30;29;31;32
"4286 Almkerk";21;23;25;26;27;28;27;26;25;26;26;29
"4287 Waardhuizen";4;5;5;5;6;6;6;6;6;6;6;6
"4288 Uitwijk";5;5;5;5;5;5;5;5;5;5;5;5
"4301 Zierikzee";43;42;43;50;51;53;53;51;50;50;53;54
"4302 Centrum Zierikzee";6;6;7;7;9;10;10;10;10;10;10;10
"4303 Zierikzee";5;5;5;5;5;5;5;6;6;6;6;6
"4305 Ouwerkerk";3;3;4;4;4;4;4;4;4;6;6;6
"4306 Nieuwerkerk";6;7;8;10;11;12;12;13;13;14;16;17
"4307 Oosterland";10;10;10;12;12;11;12;12;12;13;13;12
"4308 Sirjansland";0;0;0;0;0;0;0;0;0;0;1;1
"4311 Bruinisse";14;13;13;13;16;16;17;18;20;20;21;22
"4315 Dreischor";5;5;6;7;7;7;7;7;7;8;9;9
"4316 Zonnemaire";9;8;8;8;8;7;8;8;9;12;11;11
"4317 Noordgouwe";9;9;9;12;13;13;14;14;15;15;15;15
"4318 Brouwershaven";3;3;4;5;5;5;5;5;5;5;5;5
"4321 Kerkwerve";0;0;0;0;0;0;0;0;0;0;0;0
"4322 Scharendijke";6;7;8;8;8;8;8;8;8;8;9;9
"4323 Ellemeet";4;4;4;4;4;4;4;5;5;5;5;5
"4325 Renesse";21;22;22;22;25;25;26;27;27;27;27;27
"4326 Noordwelle";2;2;2;2;2;2;1;1;1;1;1;1
"4327 Serooskerke";1;1;1;2;2;2;2;2;2;2;2;2
"4328 Burgh-Haamstede";53;57;56;57;60;59;60;62;62;66;66;69
"4331 Middelburg";32;32;33;33;33;34;36;36;37;39;41;42
"4332 Noordoost";11;12;12;13;14;15;15;14;14;15;15;15
"4333 Noord";17;18;20;21;21;25;26;25;26;25;27;26
"4334 Noordwest";12;12;13;14;14;14;14;14;15;15;15;16
"4335 Zuidwest";18;20;21;22;22;23;23;25;24;24;24;26
"4336 Zuid";20;21;23;24;26;26;26;25;25;24;24;22
"4337 Dauwendaele";23;23;23;24;24;25;25;28;29;32;33;34
"4338 Groot Industrieterrein";3;4;4;4;4;4;4;5;5;5;5;5
"4339 Nieuw- en St Joosland";4;3;4;4;4;6;6;5;5;5;5;6
"4341 Arnemuiden";11;12;12;12;12;13;13;14;16;16;17;18
"4351 Veere";13;12;12;12;11;13;13;14;14;14;14;14
"4352 Gapinge";4;4;4;4;4;4;4;4;5;6;6;6
"4353 Serooskerke";12;12;12;12;12;12;13;13;13;13;13;13
"4354 Vrouwenpolder";5;5;6;6;6;6;6;6;7;8;10;11
"4356 Oostkapelle";22;22;24;25;25;26;27;27;28;27;28;28
"4357 Domburg";20;21;23;23;23;23;24;24;24;28;28;29
"4361 Westkapelle";7;7;10;11;11;12;12;11;12;12;12;11
"4363 Aagtekerke";6;6;7;8;8;8;9;8;8;8;8;8
"4364 Grijpskerke";11;11;11;11;12;12;12;12;12;13;13;13
"4365 Meliskerke";4;4;4;5;5;6;6;6;6;6;7;8
"4371 Koudekerke";15;16;17;18;18;18;19;20;22;23;23;23
"4373 Biggekerke";5;5;5;5;5;5;5;6;6;5;5;5
"4374 Zoutelande";12;11;11;12;13;15;15;15;15;15;16;16
"4381 Binnenstad";25;26;26;27;27;27;27;28;28;30;30;31
"4382 Middengebied/Binnen-/Buitenhavens";11;13;13;15;17;17;17;18;19;21;22;24
"4383 Middengebied/Het Fort";6;7;7;7;9;7;7;6;6;8;8;9
"4384 Paauwenburg/Westduin";27;27;29;30;31;31;31;31;30;31;32;32
"4385 Rosenburgh/Westerzicht";12;13;13;14;14;14;14;14;15;16;19;22
"4386 Zuidbeek/West-Souburg";17;17;18;19;19;21;22;22;24;25;27;28
"4387 Vrijburg";3;3;4;5;5;6;6;6;5;5;4;6
"4388 Oost-Souburg";20;18;18;19;19;20;21;21;21;22;25;26
"4389 Ritthem/Sloegebied";4;4;4;4;4;4;4;3;3;3;6;6
"4401 Yerseke";34;35;36;36;37;39;39;41;43;45;45;45
"4411 Rilland-Bath";11;12;13;13;15;16;17;17;17;16;16;17
"4413 Krabbendijke";10;11;11;11;11;11;11;11;11;11;13;13
"4414 Waarde";4;5;5;5;6;6;6;6;6;6;6;6
"4415 Oostdijk";2;2;2;2;2;2;2;2;2;2;2;2
"4416 Kruiningen";23;23;23;25;26;30;31;29;28;29;30;30
"4417 Hansweert";5;7;7;7;7;7;7;7;7;7;7;7
"4421 Kapelle";45;44;45;47;51;52;53;58;59;60;60;62
"4423 Schore";0;0;0;0;0;0;0;0;0;0;0;0
"4424 Wemeldinge";11;13;14;14;15;17;17;21;22;22;23;23
"4431 s-Gravenpolder";17;16;18;18;20;21;23;26;27;28;28;30
"4433 Hoedekenskerke";4;4;4;4;4;4;4;4;4;4;5;5
"4434 Kwadendamme";1;2;2;2;2;2;2;2;2;2;2;2
"4435 Baarland";1;1;1;1;1;1;1;1;1;0;0;0
"4436 Oudelande";1;2;2;2;2;2;3;3;3;3;4;4
"4437 Ellewoutsdijk";0;0;0;0;0;0;0;0;0;0;0;0
"4438 Driewegen";5;5;5;5;5;5;5;5;5;5;6;7
"4441 Ovezande";8;8;8;8;8;8;8;9;9;9;9;11
"4443 Nisse";6;6;6;6;7;6;6;6;6;6;6;6
"4444 's-Heer-Abtskerke";3;3;3;3;3;3;3;3;3;3;3;3
"4451 Heinkenszand";25;26;26;26;28;30;32;30;30;31;31;32
"4453 's-Heerenhoek";10;11;12;14;14;14;16;17;17;18;18;19
"4454 Borssele";4;4;5;5;7;7;7;7;7;7;7;6
"4455 Nieuwdorp";9;9;9;10;9;9;10;10;11;12;12;11
"4456 Lewedorp";7;7;8;8;10;10;10;10;10;10;10;9
"4458 s-Heer-Arendskerke";10;10;12;15;16;17;17;16;17;17;17;17
"4461 Centrum/Oost/West";28;30;30;34;38;41;43;45;46;48;49;50
"4462 Zuid";94;92;97;104;103;115;110;112;119;119;123;117
"4463 Noordwest/Haven";27;28;31;33;33;34;36;36;39;43;44;47
"4464 Noordoost";12;12;12;12;12;12;12;13;15;16;16;17
"4465 Goese Meer";20;20;20;20;20;20;22;23;23;21;21;22
"4471 Wolphaartsdijk";10;10;13;13;14;14;14;13;13;14;14;14
"4472 's-Heer-Hendrikskinderen";8;7;8;8;9;10;11;11;11;10;10;9
"4474 Kattendijke";2;2;3;3;3;4;4;4;4;4;4;4
"4475 Wilhelminadorp";6;6;6;6;6;7;7;6;6;6;6;6
"4481 Kloetinge";16;19;21;21;23;25;27;27;27;28;28;28
"4482 Kapelle";1;1;1;2;2;2;2;2;2;2;2;2
"4484 Kortgene";19;19;18;18;18;18;18;17;18;19;19;19
"4485 Kats";7;7;7;7;7;7;7;8;8;9;9;9
"4486 Colijnsplaat";6;6;6;6;6;6;6;6;6;6;7;7
"4491 Wissenkerke";5;5;5;5;6;6;6;6;6;6;6;6
"4493 Kamperland";10;9;10;12;10;11;12;12;13;13;14;16
"4494 Geersdijk";3;3;3;3;3;3;3;2;2;2;2;2
"4501 Oostburg";14;14;14;17;17;17;17;17;19;21;21;21
"4503 Groede";4;4;4;5;5;5;5;5;5;6;7;7
"4504 Nieuwvliet";4;4;4;4;4;4;4;4;4;4;5;5
"4505 Zuidzande";2;2;2;2;2;2;2;3;3;3;3;4
"4506 Cadzand";6;6;6;6;7;7;8;8;8;9;9;10
"4507 Schoondijke";5;4;4;5;5;5;5;5;5;5;5;7
"4508 Waterlandkerkje";1;1;2;2;3;3;3;3;4;4;4;4
"4511 Breskens";14;16;17;18;18;19;21;21;21;22;23;28
"4513 Hoofdplaat";5;6;6;5;5;6;6;6;7;7;7;7
"4515 IJzendijke";18;17;17;17;17;17;17;18;18;18;18;18
"4521 Biervliet";8;9;11;12;13;13;12;12;12;15;14;14
"4522 Pyramide";0;0;0;1;2;2;2;2;2;2;2;2
"4524 Sluis";6;6;9;9;10;11;11;13;14;15;15;15
"4525 Retranchement";3;3;3;3;3;3;3;3;3;3;3;2
"4527 Aardenburg";7;7;7;7;8;9;9;9;11;11;11;11
"4528 St Kruis";4;4;4;4;5;5;5;5;6;6;6;6
"4529 Eede";4;4;4;4;4;4;4;4;4;3;3;3
"4531 Terneuzen-Binnenstad";7;6;6;7;7;8;9;8;9;9;10;10
"4532 Zuiderpark/Noord-/Serlippenspolder";21;24;25;25;28;28;30;34;35;37;37;37
"4533 Othene";26;29;29;28;29;32;34;34;36;35;36;38
"4535 Zeldenrust/Katspolder";15;18;19;21;22;24;24;25;25;26;26;26
"4536 Driewegen/Zuidpolder/Oudelandse Hoeve";5;6;6;7;7;8;8;8;8;8;9;9
"4537 Oude Vaart/Triniteit/Lievenspolder";14;14;14;15;15;17;16;14;16;18;18;19
"4538 Noorderdokken/Zevenaar/Handelspoort";15;20;19;20;20;20;19;19;19;18;15;15
"4539 Spui";1;1;1;1;1;1;1;1;1;1;2;2
"4541 Sluiskil";3;4;4;5;5;5;5;6;7;8;8;8
"4542 Hoek";10;11;11;11;11;12;13;13;12;12;13;14
"4543 Zaamslag";10;11;11;11;12;14;14;14;16;16;16;18
"4551 Sas van Gent";19;20;21;21;24;25;25;23;25;24;26;27
"4553 Philippine";10;10;10;10;10;10;10;11;11;13;16;16
"4554 Westdorpe";8;8;10;11;11;11;11;12;12;12;13;13
"4561 Hulst";39;41;42;45;46;45;49;52;52;54;57;60
"4562 Hulst";6;6;6;7;9;9;10;8;8;9;11;12
"4564 St Jansteen";8;8;8;8;11;11;15;14;14;17;18;18
"4565 Kapellebrug";2;2;2;2;2;2;2;2;2;2;2;2
"4566 Heikant";6;6;7;7;7;7;8;8;9;10;10;10
"4567 Clinge";2;2;2;2;2;2;2;3;3;3;3;3
"4568 Nieuw-Namen";5;6;7;7;7;9;10;10;10;11;11;12
"4569 Graauw";6;7;7;8;8;8;9;8;8;8;8;8
"4571 Axel";18;20;23;26;26;28;29;30;30;34;35;35
"4574 Zuiddorpe";1;1;1;1;1;2;2;1;2;2;3;4
"4575 Overslag";2;2;2;2;2;2;2;2;2;2;2;2
"4576 Koewacht";15;15;16;20;20;21;20;18;18;18;18;19
"4581 Vogelwaarde";5;5;6;7;7;8;9;10;11;12;12;12
"4583 Terhole";3;3;3;4;4;4;4;3;3;3;3;3
"4584 Kuitaart";1;1;1;1;1;1;1;1;1;1;1;1
"4585 Hengstdijk";4;4;4;4;5;5;5;5;5;5;6;6
"4586 Lamswaarde";2;3;3;3;3;4;4;4;4;5;6;8
"4587 Kloosterzande";9;9;11;12;14;15;17;16;15;16;16;16
"4588 Walsoorden";1;1;1;1;1;1;1;1;1;1;1;1
"4589 Ossenisse";3;3;3;3;3;3;3;3;3;3;3;3
"4611 De Oude Stad";36;36;38;41;42;43;47;44;44;45;48;47
